ID	GRADRAT	CSAT	MATRICULADOS	PUBLICO	STUAULA	GASTO	ACT
2284	23	NA	4.8283137373023	0	10.6	1.98	NA
2290	71	982	8.72907355045174	1	14	3.734	23
2292	65	1132	6.93925394604151	1	17	3.978	26
2293	51	NA	6.25766758788264	1	19.9	4.186	20
2301	51	NA	7.26682734752059	1	22	NA	NA
2307	53	NA	7.06731984865348	1	19.7	NA	23
2308	51	NA	5.69035945432406	0	16	3.5	NA
2314	40	NA	6.53233429222235	1	18.2	NA	20
2316	47	NA	5.20948615284142	0	7.2	3.88	21
2318	49	NA	5.19849703126583	0	15.4	3.55	21
2323	51	937	6.0282785202307	0	13.5	3.996	21
2326	63	NA	6.78219205600679	1	18	NA	24
2327	64	NA	6.31173480915291	1	17.7	NA	NA
2329	41	NA	7.34148385236316	1	10.9	NA	21
2330	55	NA	7.91498300584839	1	24.7	4.1	23
2334	58	1040	5.54907608489522	0	12.8	NA	22
2336	46	NA	6.30261897574491	1	19.6	NA	NA
2340	91	NA	6.19236248947487	0	10.4	3.957	NA
2341	72	1010	6.2363695902037	0	13.1	4.221	23
2342	77	951	5.2257466737132	0	11.5	4.44	22
2343	72	930	5.62762111369064	0	11.6	NA	23
2345	89	994	6.71901315438526	0	13.8	4.037	23
2346	69	910	6.7202201551353	0	13.4	3.165	24
2347	45	NA	4.93447393313069	0	12.8	NA	NA
2353	80	1105	6.45204895443723	0	12.5	NA	25
2354	65	1110	5.79301360838414	0	13	4.194	25
2358	77	NA	6.11368217983223	0	11.9	4.772	NA
2360	68	NA	7.34407285057307	1	19	NA	NA
2367	60	NA	7.08086789669078	1	18.1	NA	22
2371	NA	944	5.8636311755981	0	14.5	3.003	22
2375	51	NA	6.2363695902037	1	16.5	NA	20
2377	58	NA	7.56060116276856	1	18.9	2.625	NA
2379	70	1020	6.09582456243222	0	12	4.081	24
2380	78	NA	5.90536184805457	0	18.8	3.6	21
2382	83	1100	6.61338421837956	0	10	3.75	26
2388	53	NA	7.41216033494521	1	19	NA	22
2389	51	1200	6.37672694789863	1	14.6	3.12	26
2394	58	950	7.1708884785125	1	20.2	NA	22
2396	35	NA	6.17586727010576	1	14.1	NA	18
2397	NA	922	4.79579054559674	0	15.8	NA	23
2398	66	NA	3.85014760171006	0	11.3	2.09	19
2403	58	NA	6.12905021006055	1	17.1	NA	NA
2410	41	NA	7.35308192051543	1	15.4	2.446	NA
2414	58	1120	5.76519110278484	0	12.7	4.502	26
2415	61	NA	5.7268477475872	0	16.5	2.47	23
2422	63	NA	5.94017125272043	1	15.8	NA	23
2423	53	NA	7.38336814699238	1	15.9	3.084	23
2424	56	NA	6.36302810354047	1	18.6	2.1	16
2433	49	NA	5.64190707093811	0	19.6	2.048	16
2439	53	NA	5.73979291217923	0	14.5	NA	NA
2440	53	NA	7.41997992366183	1	20.3	3.81	NA
2441	45	980	6.95272864462487	1	18.7	2.47	22
2447	19	NA	4.79579054559674	0	13.6	2.52	20
2449	54	900	4.45434729625351	0	10.6	NA	22
2453	49	NA	5.34710753071747	0	15.1	3.37	NA
2454	50	NA	7.26961674960817	1	19.7	3.288	21
2456	37	NA	4.88280192258637	0	15.3	3.7	20
2460	51	NA	5.61312810638807	0	14.1	NA	22
2461	67	NA	5.74939298590825	0	13.2	3.523	25
2464	62	NA	4.83628190695148	0	21.5	NA	NA
2473	58	919	5.2040066870768	0	9.4	NA	23
2479	NA	NA	6.53378883793334	1	14.4	2.728	18
2480	100	870	5.87493073085203	0	24.1	4.8	22
2482	61	963	5.12989871492307	0	13.1	NA	24
2488	100	NA	6.81673588059497	1	20.3	NA	NA
2489	27	800	5.75574221358691	0	17.4	5.05	18
2490	40	NA	6.7428806357919	1	19	2.611	19
2495	76	NA	7.39018142822643	1	15.7	NA	26
2496	54	NA	7.13648320859025	1	21.7	NA	NA
2498	49	NA	4.17438726989564	0	18.4	NA	NA
2499	79	NA	5.84354441703136	0	10.7	NA	NA
2500	87	NA	5.78689738136671	0	14.3	NA	21
2501	45	NA	7.24992553671799	1	17.1	3.54	NA
2502	71	NA	6.46458830368996	0	15.9	2.5	23
2503	56	NA	8.07215530818825	1	19.9	2.59	22
2506	67	NA	6.8627579130514	0	4.6	4.73	NA
2512	59	900	5.26785815906333	0	10.9	5.2	21
2516	58	1066	7.98616486033273	1	12.7	NA	25
2517	49	1202	6.71295620067707	1	14.4	NA	27
2518	44	NA	6.48463523563525	1	11.6	3.685	24
2519	48	NA	6.17170059741091	1	13.4	NA	NA
2520	90	NA	7.13409372119287	0	3.9	5.775	NA
2521	48	1005	5.42053499927229	0	20.6	4.34	23
2523	62	1000	5.21493575760899	0	12.5	4.05	24
2524	59	1060	5.75257263882563	0	11.2	2.97	24
2525	52	941	5.4249500174814	0	12.9	4.365	21
2526	58	950	5.56452040732269	0	14.1	NA	23
2527	NA	NA	5.59098698051086	0	11.8	1.88	NA
2530	40	NA	6.39024066706535	1	18.5	3.3	NA
2531	74	1056	5.76832099579377	1	16.4	3.4	22
2532	37	960	7.48380668766583	1	17.6	NA	23
2533	NA	NA	6.4150969591716	1	10.6	NA	NA
2534	68	870	5.59842195899838	0	11.3	3.362	21
2536	30	946	7.35436233042148	1	21.7	NA	22
2537	59	NA	5.54517744447956	1	16.4	NA	19
2539	80	NA	6.30444880242198	1	25	2.668	21
2540	47	NA	4.67282883446191	0	8.9	NA	NA
2541	80	NA	5.52942908751142	0	11.1	NA	NA
2542	85	NA	6.77536609093639	0	6.5	4.372	25
2543	54	NA	5.22035582507832	0	12.6	3.322	22
2544	60	NA	5.4971682252932	0	15.1	3	23
2548	52	NA	5.5683445037611	0	13	3.272	23
2551	55	NA	7.25629723969068	1	19	2.63	21
2553	56	NA	5.56068163101553	0	14.5	2.97	NA
2554	19	NA	7.47647238116391	1	19.7	NA	NA
2555	NA	NA	5.94542060860658	0	13.5	NA	23
2559	44	NA	6.12686918411419	1	20.1	2.624	20
2563	48	NA	5.12396397940326	0	8.5	2.69	NA
2565	53	960	8.16791936295782	1	15.1	3.145	22
2566	52	NA	6.58479139238572	1	20.3	2.66	20
2568	54	920	7.32909373624659	1	15.4	4.56	22
2569	37	903	7.37462901521894	1	14.8	4.952	21
2572	72	883	5.33753807970132	0	12.9	5.395	20
2573	98	1319	6.99117688712121	0	4.7	6.07	NA
2575	51	827	6.10031895202006	0	17.6	4.63	NA
2579	59	NA	5.29330482472449	0	9.5	5.335	NA
2580	76	816	5.67675380226828	0	38.4	4.74	NA
2584	33	815	4.67282883446191	0	12.1	4.9	NA
2586	81	NA	4.94875989037817	0	12.2	NA	NA
2587	97	993	6.24222326545517	0	14.5	NA	NA
2589	75	1012	7.83557924666997	1	17.5	3.862	NA
2590	61	887	6.71174039505618	1	16.1	4.165	NA
2591	NA	866	6.61740297797448	1	18.8	4.033	NA
2597	38	NA	5.59098698051086	0	14.4	NA	NA
2598	55	919	5.36129216570943	0	13.9	NA	NA
2599	24	970	4.49980967033027	0	9.5	NA	19
2600	78	950	4.80402104473326	0	11.4	NA	NA
2603	83	1188	5.77144112313002	0	10.2	5.566	NA
2608	76	915	4.84418708645859	0	12.2	3.95	NA
2609	51	988	6.54391184556479	1	22.1	NA	NA
2610	NA	850	5.04342511691925	0	11.2	NA	NA
2613	26	840	6.53813982376767	1	14.9	4.8	NA
2616	54	934	6.16961073249146	0	14.2	5.29	NA
2617	58	918	6.76272950693188	1	21.5	4.834	NA
2621	72	1066	6.18001665365257	1	13.5	5.376	NA
2622	40	880	7.00760061395185	1	17.2	3.84	NA
2625	38	913	7.01031186730723	1	23.5	4.17	NA
2627	99	1355	7.05012252026906	0	8.4	5.91	NA
2628	70	940	6.59304453414244	0	12.3	NA	NA
2631	58	988	6.21260609575152	1	17.4	4.748	NA
2632	64	938	6.90775527898214	0	14.4	6.484	NA
2638	53	807	6.27287700654617	0	12.1	5.52	NA
2639	79	1173	5.94017125272043	0	19	NA	NA
2642	81	1111	6.8501261661455	1	14.4	NA	NA
2644	43	810	6.10031895202006	0	14	NA	NA
2649	80	964	5.24174701505964	0	14	4.138	21
2650	20	850	3.29583686600433	0	14.3	3.382	19
2651	34	NA	6.38012253689976	1	19.6	NA	NA
2653	28	NA	6.00635315960173	1	17.4	2.38	17
2654	34	NA	5.4510384535657	1	13.7	NA	26
2657	40	NA	7.41637847919293	1	19.6	3.168	22
2664	47	NA	6.1527326947041	1	15.5	2.26	17
2666	56	957	6.23832462503951	0	12.2	NA	NA
2667	42	840	6.01615715969835	0	12.4	NA	18
2668	73	NA	6.15697898558556	0	11.3	5.406	NA
2671	79	NA	5.65248918026865	0	10.4	NA	NA
2681	64	NA	6.62406522779989	0	14.6	5.34	NA
2685	118	781	6.26720054854136	0	14.3	4.84	19
2687	43	916	7.22037383672395	1	15.6	NA	NA
2688	34	893	7.14598446771439	1	12.8	NA	NA
2689	39	845	7.25700270709207	1	14.1	NA	NA
2690	46	907	7.4667994750186	1	12.5	NA	NA
2699	77	1130	6.32256523992728	0	15.8	5.58	NA
2701	93	1186	6.58892647753352	0	10.5	5.565	27
2703	83	928	5.17614973257383	0	11.9	NA	23
2704	NA	830	4.96284463025991	0	37.5	NA	NA
2705	64	NA	5.51745289646471	0	14.3	NA	NA
2707	99	1300	6.7696419768525	0	5.9	6.664	NA
2708	91	1220	6.27476202124194	0	10.3	8.124	NA
2709	53	902	4.61512051684126	0	9.5	4.33	NA
2710	95	1340	5.28320372873799	0	8.1	8.7	NA
2711	93	NA	8.09742629859721	0	6.9	6.238	NA
2712	46	932	5.05624580534831	0	14.6	NA	22
2713	54	NA	4.68213122712422	0	12.7	NA	NA
2718	64	959	5.84354441703136	0	21.5	5.04	23
2722	80	1041	6.84800527457636	0	14.4	NA	NA
2728	91	1122	6.11809719804135	0	9.6	5.05	NA
2729	73	1002	6.06378520868761	0	12.3	4.78	23
2731	79	NA	6.21460809842219	0	12.1	5.841	NA
2732	60	1010	7.20711885620776	0	13.9	5.92	24
2734	67	1043	5.71042701737487	0	15	3.55	24
2735	NA	700	4.68213122712422	0	14.3	4.31	18
2737	66	867	6.81673588059497	0	16	NA	19
2739	75	NA	7.2211050981825	0	11.5	6.192	NA
2741	55	1040	2.89037175789616	0	7.2	NA	NA
2744	51	946	5.15905529921453	0	13.3	NA	22
2745	NA	907	3.97029191355212	0	7	3.92	25
2748	94	NA	6.05208916892442	0	13.3	4.84	NA
2758	79	1006	6.33327962813969	0	13.6	NA	NA
2760	70	1024	5.35658627467201	0	11.3	6.55	NA
2765	69	990	6.72142570079064	0	17.6	5.925	25
2768	77	916	4.76217393479776	0	10.3	NA	NA
2769	68	960	5.47646355193151	0	11.7	NA	24
2772	NA	NA	6.66949808985788	0	13.8	NA	NA
2775	80	903	5.22035582507832	0	9.7	NA	NA
2777	NA	NA	4.96284463025991	0	16.2	4.4	NA
2778	88	900	5.47227067367148	0	15.3	NA	19
2779	61	1034	5.5834963087817	0	13.6	NA	24
2785	71	1146	7.82604401351897	0	7.8	NA	NA
2788	65	NA	6.1463292576689	0	14.2	NA	NA
2790	55	905	5.07517381523383	0	11.6	3.81	21
2791	62	958	7.32778053842163	0	13.8	4.76	NA
2796	62	1110	5.71042701737487	0	10.4	NA	NA
2798	58	950	5.67675380226828	0	10.8	6.74	NA
2803	70	NA	6.84161547647759	0	15.4	NA	28
2805	46	967	5.35658627467201	0	13.4	3.546	21
2806	68	1075	7.23056315340929	0	10.8	5.67	26
2808	NA	890	5.59471137960184	0	23.8	NA	NA
2810	64	984	5.92157841964382	0	8.2	NA	22
2813	83	1150	5.57215403217776	0	6.1	6.694	NA
2814	81	1090	6.3818160174061	0	12.7	5.685	25
2816	100	1051	6.4425401664682	0	14.1	5.1	24
2817	78	1013	5.92692602597041	0	17.7	4.927	25
2820	45	NA	5.99396142730657	0	19.3	NA	NA
2821	66	990	5.86929691313377	0	14.5	5.6	22
2823	65	932	7.78821155784708	0	29.3	NA	NA
2825	74	917	5.40267738187228	0	13.6	NA	19
2829	85	1083	6.22455842927536	0	11.5	5.73	NA
2832	67	825	5.37063802812766	0	16.1	NA	NA
2835	74	1086	7.51914995766982	1	17.4	4.355	NA
2836	80	1148	7.4713630881871	1	18	4.598	26
2838	57	1006	7.45240245122364	1	10.5	NA	NA
2841	49	952	6.80682936039218	1	19	4.46	22
2842	42	864	6.93244789157251	1	18.7	4.04	NA
2843	53	984	6.94312242281943	1	17.8	4.68	23
2844	66	997	6.70196036600254	1	16.3	4.42	23
2845	76	1149	7.04141166379481	1	19.1	4.17	26
2846	53	1016	6.48616078894409	1	15.3	4.24	24
2847	60	972	6.77078942390898	1	17.1	4.952	22
2848	63	1030	7.28892769452126	1	22	4.81	24
2849	65	980	6.74875954749168	1	17.9	4.176	22
2850	59	1040	6.47697236288968	1	15.1	4.66	23
2882	67	NA	7.80057265467065	0	11.3	6.87	NA
2883	65	933	5.54517744447956	0	12.3	NA	28
2889	88	NA	6.26909628370626	0	11.5	6.204	28
2892	71	NA	5.64544689764324	1	12.8	NA	NA
2893	95	1211	7.10002716662926	1	8.8	NA	28
2894	80	NA	7.12528309151071	0	5.9	6.582	NA
2895	90	1228	6.48157712927643	0	9.7	NA	27
2899	75	990	6.0330862217988	0	13.2	NA	NA
2901	69	1080	4.86753445045558	0	8.3	NA	24
2903	63	1174	6.40687998606931	0	5.2	4.192	NA
2905	44	825	7.26473017792987	1	16.7	NA	NA
2906	70	990	7.55485852104068	1	18.3	2.54	22
2907	37	1054	5.97635090929793	1	13	3.42	24
2908	67	840	5.43372200355424	0	13.7	3.44	NA
2909	34	600	6.17378610390194	0	13.5	2.795	NA
2910	52	890	4.85981240436167	0	13.2	NA	NA
2911	44	780	5.26269018890489	0	12.1	3.095	17
2913	63	915	6.48768401848461	0	21.8	NA	NA
2914	55	915	5.67332326717149	0	13.5	NA	NA
2918	94	1230	6.11368217983223	0	12	5.07	29
2920	97	1302	7.36707705988101	0	5	5.95	30
2923	58	921	7.79770203551669	1	13.2	3.24	18
2926	51	NA	6.00388706710654	1	14.1	2.648	NA
2927	63	922	6.75460409948796	0	18.9	3.883	NA
2928	24	816	6.11368217983223	1	15.1	2.55	NA
2929	29	845	5.80513496891649	0	15.2	4.27	19
2930	39	923	5.17048399503815	0	13	NA	NA
2931	65	1030	5.78689738136671	0	15.6	5.16	24
2933	62	879	5.84932477994686	0	17.8	4.05	NA
2936	37	NA	6.00881318544259	0	14.2	2.191	NA
2939	NA	757	5.37527840768417	0	13.2	1.56	NA
2941	66	921	5.55682806169954	0	12	4	21
2942	92	NA	5.37989735354046	0	10.4	3.4	NA
2944	69	848	5.95324333428778	0	11.9	3.55	20
2945	82	NA	5.92958914338989	0	13.9	NA	NA
2946	56	NA	5.69035945432406	0	11.4	3.55	NA
2948	15	870	4.63472898822964	0	11.1	3.372	20
2950	40	NA	6.3261494731551	1	15.4	3.136	NA
2951	52	826	5.27299955856375	0	12.7	4.23	20
2954	48	818	6.08677472691231	1	15	2.76	NA
2955	48	831	5.06890420222023	0	12.2	NA	NA
2957	58	1005	5.03695260241363	0	14	4.97	26
2960	60	1002	4.88280192258637	0	11.2	6.3	24
2962	69	NA	6.42971947803914	0	14.4	1.738	NA
2967	56	915	5.13579843705026	0	13.8	4.575	NA
2968	56	813	6.12468339089421	0	14	3.2	NA
2972	62	1071	8.06337782236703	1	17.5	3.54	NA
2974	83	1121	8.11102783819368	1	8.9	4.2	NA
2975	62	926	7.45587668749182	1	16.8	NA	21
2976	53	956	7.3132203870903	1	15.5	3.505	NA
2978	89	NA	6.80572255341699	0	4.3	NA	NA
2979	63	NA	4.71849887129509	0	11.4	NA	NA
2981	55	867	6.96318998587024	1	14.6	2.38	NA
2984	55	935	7.27862894232068	1	19.1	3.68	21
2985	91	842	5.94803498918065	0	13.9	3.4	22
2986	46	774	5.95324333428778	0	13.5	2.762	NA
2989	46	NA	5.76519110278484	1	16.5	2.146	21
2990	54	NA	5.5683445037611	0	17	3.05	22
2992	48	NA	5.8348107370626	0	18	2.855	21
2993	51	NA	5.03043792139244	1	15.7	NA	20
2994	NA	NA	6.52356230614951	1	20.1	1.912	21
3005	49	1000	7.40974195408092	1	15.9	2.703	23
3008	40	NA	5.35658627467201	1	14.9	2.57	NA
3011	NA	850	3.49650756146648	0	7.5	NA	17
3012	66	848	6.04973345523196	0	17.4	4.684	21
3014	85	997	6.49526555593701	0	17.6	4.41	23
3016	58	972	5.34233425196481	0	13.3	3.99	23
3018	67	946	8.03138533062553	1	21.1	3.352	22
3023	83	NA	6.10702288774225	0	12.1	NA	23
3024	67	NA	6.5694814204143	0	2.9	4.73	NA
3025	64	1010	6.42324696353352	0	15.3	4.41	24
3026	NA	NA	6.59167373200866	1	21.1	NA	NA
3032	35	848	7.1731917424866	1	18.5	NA	20
3033	100	920	5.47227067367148	0	11.1	4.43	21
3036	83	1004	5.42934562895444	0	14.9	4.4	24
3037	69	1100	6.31535800152234	0	11.1	4.69	24
3041	56	819	5.15905529921453	0	12.8	NA	21
3042	81	NA	6.27852142416584	0	11.6	4.72	NA
3045	NA	NA	6.02102334934953	0	12.4	5.03	22
3046	33	NA	6.7696419768525	0	19.6	NA	NA
3048	65	920	5.48479693349065	0	12.5	4.41	22
3049	79	1050	5.4971682252932	0	10.6	NA	24
3050	89	1063	6.7093043402583	0	14.5	5.55	23
3051	46	886	8.9126079636709	1	20.8	NA	21
3065	88	1163	6.01126717440416	0	11.1	3.69	27
3069	46	NA	3.46573590279973	0	9.6	NA	19
3072	55	912	6.0591231955818	0	17.6	3.7	21
3073	96	NA	5.8348107370626	0	13.2	3.92	NA
3083	81	NA	6.12686918411419	0	16.7	3.53	23
3084	73	926	5.92692602597041	0	13.4	3.914	22
3085	NA	838	3.73766961828337	0	8.7	NA	19
3086	83	1219	6.5191472879404	0	10.1	5.82	29
3089	83	1006	6.50578406012823	0	14.5	4.08	24
3100	64	993	8.06557942728209	1	20.4	4.095	24
3109	75	1103	6.12686918411419	0	12.1	5.65	25
3110	87	NA	6.0591231955818	0	13.9	NA	24
3121	39	680	5.53733426701854	0	19	3.8	19
3123	43	880	8.07433769408951	1	16.7	3.844	20
3125	54	997	7.78655180642871	1	10.8	4.697	23
3127	93	1082	7.3178761986265	0	14.8	4.22	25
3131	48	951	7.33106030521863	1	20.4	3.719	20
3133	NA	NA	4.88280192258637	0	15	4.14	19
3134	68	838	4.45434729625351	0	10.5	4.202	21
3135	68	NA	6.16751649088834	0	11.3	NA	22
3141	NA	1042	5.4249500174814	0	13.4	3.392	24
3142	67	NA	5.41610040220442	0	13.3	NA	NA
3143	78	1101	6.35437004079735	0	12.8	4.404	25
3144	83	996	6.54391184556479	0	13.3	4.96	24
3145	50	NA	7.55328660560042	1	18	NA	20
3149	44	NA	5.76519110278484	0	20.8	3.717	21
3150	36	NA	7.12125245324454	0	19.9	NA	19
3151	NA	870	4.39444915467244	0	8.4	2.9	22
3152	31	NA	7.18992217074581	1	22.8	NA	21
3154	NA	NA	6.25382881157547	1	18.5	NA	20
3157	NA	NA	5.99146454710798	0	41.7	2.58	NA
3161	25	NA	NA	1	20.2	NA	21
3163	29	NA	5.84643877505772	1	16.2	NA	NA
3164	50	NA	6.18208490671663	0	15.1	3.14	24
3165	45	920	5.86078622346587	0	16.2	3.15	22
3166	40	1032	5.61677109766657	0	14.6	NA	23
3167	43	NA	5.33753807970132	1	23.6	1.92	20
3170	48	1017	7.68753876620163	1	15.3	3.346	24
3174	29	NA	5.52545293913178	1	18.1	1.8	20
3175	39	888	5.15905529921453	0	11.6	NA	22
3179	53	NA	6.10255859461357	1	19.6	NA	20
3181	NA	NA	6.82437367004309	1	NA	NA	20
3184	44	NA	7.71110125184016	1	11.5	NA	24
3185	47	1101	6.54534966033442	0	11.5	NA	24
3191	41	900	4.39444915467244	0	14.3	NA	19
3193	NA	NA	5.87493073085203	1	11.9	NA	NA
3194	52	960	5.68357976733868	0	13.5	4.13	NA
3197	69	NA	6.1779441140506	0	12.3	4.79	NA
3198	81	1051	6.12686918411419	0	17.8	4.21	25
3208	NA	920	NA	0	16.9	NA	NA
3209	NA	899	6.54391184556479	1	20	NA	NA
3210	45	965	7.40062057737113	1	13.9	3.444	22
3211	41	903	5.6021188208797	1	14.7	NA	NA
3212	42	1021	5.66296048013595	0	10.9	3.994	24
3216	24	900	6.72982407048948	1	20	4.365	22
3217	68	1235	5.78996017089725	0	11.8	5.49	28
3219	NA	919	6.64378973314767	1	17.6	NA	21
3223	54	NA	7.84227877911735	1	19.7	NA	NA
3224	72	1001	6.03787091992214	0	13.2	4.1	NA
3225	29	875	3.97029191355212	0	12.9	NA	21
3227	68	1100	5.97888576490112	0	13.3	NA	25
3229	80	1023	5.4249500174814	0	11.3	4.4	24
3230	76	NA	6.18208490671663	0	9.9	4.44	NA
3233	72	840	5.12396397940326	0	10.8	NA	18
3235	73	965	5.85220247977447	0	12.2	NA	NA
3237	89	1260	5.74620319054015	0	12.3	NA	NA
3238	93	NA	6.75925527066369	0	14.2	4.75	NA
3241	71	853	5.41164605185504	0	16.5	NA	NA
3242	74	1234	7.0825485693553	0	9.2	5.69	28
3243	74	960	5.28826703069454	0	11.7	NA	21
3244	52	972	4.51085950651685	0	9.3	5.23	22
3245	73	968	4.83628190695148	0	8.3	NA	NA
3247	96	NA	5.75890177387728	0	12.9	5.76	NA
3252	65	913	6.07534603108868	0	19.3	4.53	NA
3253	87	NA	6.18826412308259	0	11.2	5	NA
3256	61	1015	7.01929665371504	0	13.1	6.18	NA
3258	75	NA	6.91075078796194	0	13.8	5.114	NA
3259	54	931	5.10594547390058	0	13.6	4.8	23
3262	81	1038	6.05443934626937	0	12.8	4.4	NA
3265	86	1100	6.23048144757848	0	10.9	NA	26
3266	65	982	6.5191472879404	0	13.3	4.28	23
3267	74	962	5.46806014113513	0	20.1	4.82	22
3268	83	NA	6.35437004079735	0	12.1	4.328	NA
3269	100	1144	6.35088571671474	0	18.4	NA	27
3270	96	970	4.64439089914137	0	7.8	NA	NA
3274	95	NA	5.67675380226828	0	10.6	6.235	NA
3275	74	NA	5.12989871492307	0	11.2	NA	NA
3276	69	850	4.63472898822964	0	11.2	NA	NA
3277	63	941	7.39326309476384	1	20.6	2.906	NA
3279	80	1067	5.6970934865054	0	12.7	4.46	NA
3282	87	959	5.9427993751267	0	15.6	5.16	NA
3284	92	NA	6.3491389913798	0	10.5	5.74	NA
3287	84	1050	6.43294009273918	0	15.1	5.61	NA
3288	85	988	5.76832099579377	0	12.3	NA	NA
3289	91	NA	6.99576615630485	0	12.5	5.58	NA
3290	45	774	5.78689738136671	1	12.6	3.4	NA
3293	72	944	5.89440283426485	0	14	4.3	21
3296	66	919	5.77765232322266	0	11.8	4.5	NA
3297	78	NA	5.98393628068719	0	16.7	NA	NA
3298	89	1046	6.4085287910595	0	14.1	5.08	24
3301	74	NA	5.71373280550937	0	15.2	4.73	NA
3303	68	NA	5.11198778835654	0	10.9	NA	NA
3304	83	1071	6.13556489108174	0	12.8	4.565	24
3313	63	1012	6.21860011969173	0	12.6	NA	20
3315	75	989	6.93244789157251	1	18	2.948	NA
3316	58	806	6.93537044601511	1	16.3	NA	NA
3317	NA	NA	5.65948221575962	1	13	3.34	NA
3320	54	896	6.70686233660275	1	19.4	3.256	NA
3321	54	NA	7.20711885620776	1	19	3.65	NA
3322	57	957	7.0352685992811	1	19.4	2.97	NA
3323	63	970	6.47850964220857	1	16.1	NA	NA
3324	55	NA	6.40687998606931	1	15.9	3.364	NA
3325	71	1014	6.86693328446188	1	16.8	3.83	NA
3326	72	997	7.01750614294126	1	18.8	3.504	NA
3327	56	NA	7.12367278520461	1	16.9	3.256	NA
3328	52	945	7.22402480828583	1	15.3	NA	NA
3350	57	895	5.66988092298052	0	7.5	NA	NA
3354	68	930	6.14846829591765	0	12.9	5.062	NA
3357	66	842	5.33271879326537	0	14.5	NA	21
3359	58	853	5.95842469302978	0	18.5	4.326	20
3362	71	NA	5.28320372873799	0	11.2	4.18	NA
3366	69	NA	5.64897423816121	0	19.3	NA	NA
3367	83	1041	6.65415252018322	0	17.4	NA	NA
3368	88	NA	5.62762111369064	0	12.3	3.936	NA
3369	90	NA	6.14203740558736	0	13.9	4.71	NA
3370	95	1302	6.02344759296103	0	8.8	6.584	NA
3371	45	963	7.78280726283969	1	11.2	5.282	NA
3376	60	862	5.53338948872752	0	11.6	4.958	20
3378	93	1274	7.80954132465341	0	6.3	7.27	29
3379	66	1017	7.82524529143177	1	7.8	4.56	NA
3384	92	1070	6.8134445995109	0	14.1	5.986	NA
3385	79	1079	5.73009978297357	0	11.6	NA	NA
3388	96	1127	7.29776828253138	0	13.4	6.507	NA
3389	86	NA	5.8111409929767	0	12.1	4.005	NA
3391	63	NA	5.78074351579233	0	16.2	3.62	NA
3392	80	1000	5.93224518744801	0	12.5	3.615	24
3394	67	NA	6.07304453410041	0	13.3	5.13	NA
3396	67	930	3.8286413964891	0	8.3	NA	NA
3399	99	986	6.53813982376767	0	18.1	3.56	NA
3401	97	1300	7.28756064030972	0	7.6	5.926	28
3402	82	983	6.44888939414686	0	19	6.41	NA
3406	96	1022	6.880384082186	0	18.4	6.2	25
3407	47	NA	6.93731408122368	1	15.7	5.137	NA
3409	96	1059	5.93753620508243	0	10	6.672	NA
3411	71	875	5.89164421182577	0	9.6	NA	NA
3414	63	964	7.5847730776122	1	16.6	5.558	NA
3419	39	947	5.98393628068719	0	19.2	NA	NA
3420	48	NA	5.83188247728352	0	14.6	NA	NA
3422	58	813	4.47733681447821	0	15.2	3.08	18
3423	84	NA	6.4150969591716	1	17.1	2.439	NA
3424	21	NA	6.21260609575152	0	16.9	2.46	NA
3425	73	1052	7.74109909003537	1	18	3.61	NA
3427	75	900	5.68697535633982	0	12.1	4.516	NA
3428	51	1019	7.14282740116162	1	17.2	3.46	22
3430	76	893	5.48893772615669	0	14.7	NA	NA
3431	75	NA	5.00394630594546	0	10.2	NA	NA
3432	67	1014	5.11799381241676	0	13.5	3.84	NA
3434	82	1112	6.52941883826223	0	13.5	4.048	NA
3435	51	861	6.23441072571837	1	17	2.987	18
3436	NA	NA	5.91079664404053	0	11.2	NA	NA
3439	60	NA	5.79909265446053	0	18.6	NA	NA
3440	83	884	5.03695260241363	0	11.4	2.6	20
3445	85	1100	5.71042701737487	0	13.4	3.635	26
3446	NA	703	6.85224256905188	1	18.3	2.736	17
3448	63	985	7.75276480885133	1	16.9	NA	22
3449	48	905	5.93224518744801	1	14.8	NA	21
3451	51	NA	6.59578051396131	1	17	4.09	NA
3455	58	670	5.23644196282995	0	22.9	NA	16
3456	59	986	6.64509096950564	1	12.8	3.392	18
3457	75	1081	5.60947179518496	0	15.3	NA	24
3458	69	NA	5.72358510195238	0	10.4	3.244	NA
3459	51	NA	6.37672694789863	1	29.2	NA	NA
3461	75	NA	4.90527477843843	0	11.4	NA	20
3463	35	NA	5.43372200355424	1	19.4	2.604	20
3464	21	NA	4.82028156560504	0	12.9	3.09	NA
3465	44	NA	4.83628190695148	0	11.7	NA	20
3466	54	NA	7.6275443904885	1	20.2	2.202	20
3469	48	NA	5.35185813347607	0	14.8	3.064	22
3470	NA	NA	6.76388490856244	1	15.5	2.9	24
3471	67	NA	7.43897159239586	1	15	2.19	23
3478	36	NA	7.07242190053737	1	18.2	2.93	21
3479	49	1012	6.17586727010576	0	11.1	3.664	24
3480	35	NA	4.64439089914137	0	11.7	NA	NA
3481	67	NA	6.13988455222626	0	13.6	3.15	23
3482	63	1010	5.41164605185504	0	11.1	3.26	24
3484	56	1048	5.19849703126583	0	19	3.744	24
3485	37	NA	5.29330482472449	0	11.3	2.95	NA
3486	73	980	6.4150969591716	0	16.2	3.34	23
3487	42	850	7.17242457712485	1	14	3.4	21
3490	43	881	5.42053499927229	0	12.5	3.69	21
